[*] Start mutation process:
   - targets: mutatest
   - tests: ./mutatest/tests_50
[*] 95 tests passed:
   - tests_50.all_op_types [1.77136 s]
   - tests_50.conftest [0.30002 s]
   - tests_50.test_api [1.62358 s]
   - tests_50.test_cache [1.68239 s]
   - tests_50.test_cli [2.52973 s]
   - tests_50.test_transformers [1.61822 s]
[*] Start mutants generation and execution:
   - [# 247] CRP mutatest.cli: [2.42505 s] survived
   - [# 248] CRP mutatest.cli: [2.31674 s] survived
   - [# 249] CRP mutatest.cli: [3.32064 s] survived
   - [# 250] CRP mutatest.cli: [3.54810 s] survived
   - [# 251] CRP mutatest.cli: [3.63734 s] survived
   - [# 252] CRP mutatest.cli: [3.63729 s] survived
   - [# 253] CRP mutatest.cli: [3.56319 s] survived
   - [# 254] CRP mutatest.cli: [2.28264 s] survived
   - [# 255] CRP mutatest.cli: [3.75149 s] survived
   - [# 256] CRP mutatest.cli: [2.39824 s] survived
   - [# 257] CRP mutatest.cli: [3.61248 s] survived
   - [# 258] CRP mutatest.cli: [3.63445 s] survived
   - [# 259] CRP mutatest.cli: [2.51614 s] survived
   - [# 260] CRP mutatest.cli: [3.85331 s] survived
   - [# 261] CRP mutatest.cli: [3.81293 s] survived
   - [# 262] CRP mutatest.cli: [2.34619 s] survived
   - [# 263] CRP mutatest.cli: [3.61820 s] survived
   - [# 264] CRP mutatest.cli: [3.56568 s] survived
   - [# 265] CRP mutatest.cli: [3.66756 s] survived
   - [# 266] CRP mutatest.cli: [3.55897 s] survived
   - [# 267] CRP mutatest.cli: [2.60957 s] survived
   - [# 268] CRP mutatest.cli: [3.74018 s] survived
   - [# 269] CRP mutatest.cli: [3.76611 s] survived
   - [# 270] CRP mutatest.cli: [2.45393 s] survived
   - [# 271] CRP mutatest.cli: [3.66703 s] survived
   - [# 272] CRP mutatest.cli: [2.38673 s] survived
   - [# 273] CRP mutatest.cli: [3.68451 s] survived
   - [# 274] CRP mutatest.cli: [3.68739 s] survived
   - [# 275] CRP mutatest.cli: [2.44620 s] survived
   - [# 276] CRP mutatest.cli: [3.85602 s] survived
   - [# 277] CRP mutatest.cli: [2.30885 s] survived
   - [# 278] CRP mutatest.cli: [3.70446 s] survived
   - [# 279] CRP mutatest.cli: [3.74576 s] survived
   - [# 280] CRP mutatest.cli: [2.36462 s] survived
   - [# 281] CRP mutatest.cli: [3.61635 s] survived
   - [# 282] CRP mutatest.cli: [3.62121 s] survived
   - [# 283] CRP mutatest.cli: [3.76009 s] survived
   - [# 284] CRP mutatest.cli: [3.58716 s] survived
